id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
2164	methyl octanoate	0.4851	0.3993	3	117	155	11	2013.5455
2165	methyl palmitate	-0.2194	0.552	1	251	382	30	2015.9
2166	methyl stearate	0.2561	0.464	1	187	252	23	2014.5652
2167	methylene	-0.0812	0.5866	1	176	208	13	2016.0769
2168	methylfuran	0.4035	0.4693	3	459	957	67	2017.3134
2169	methyltetrahydrofuran	0.3575	0.379	3	144	195	18	2016.9444
2170	metric ton	-0.5845	-0.5169	2	329	500	33	2014.8485
2171	mexico	-0.4346	-0.4288	2	425	648	58	2014.9655
2172	mfsp	-0.6215	-0.1948	2	254	470	24	2017.125
2173	mg g	-0.4416	0.3723	1	311	428	31	2016.1613
2174	mg koh	-0.2	0.387	1	168	221	15	2018.2
2175	mg koh g	-0.091	0.6333	1	525	1131	67	2016.403
2176	mg l	-0.6918	0.1774	4	800	2169	143	2016.1678
2177	mg l day	-0.9887	0.1478	4	158	265	15	2016.8667
2178	mg l1	-0.6222	0.268	4	187	260	17	2018.3529
2179	mg l1 day1	-0.9154	0.2489	4	170	277	13	2018.9231
2180	mgo	0.1424	0.5707	1	391	729	47	2015.1702
2181	mgt	0.8923	-0.2466	3	115	160	11	2017.2727
2182	mha	-0.4951	-0.8124	2	137	178	10	2014.7
2183	micro explosion	1.0628	0.0102	3	91	125	14	2017.2143
2184	microalga	-0.8635	0.226	4	597	1560	92	2015.9239
2185	microalgae	-0.7131	0.0759	4	1860	10119	688	2016.1948
2186	microalgae biomass	-0.5927	0.2478	4	488	781	53	2017.4906
2187	microalgae cell	-0.7396	0.3093	4	204	307	20	2017.2
2188	microalgae cultivation	-0.8819	-0.0396	4	367	711	47	2017.0213
2189	microalgae growth	-0.873	-0.0277	4	168	223	12	2017.1667
2190	microalgae production	-0.7866	-0.3588	2	159	217	14	2017
2191	microalgae species	-0.7327	-0.0335	4	308	470	30	2016.2667
2192	microalgae strain	-0.8464	0.0769	4	239	413	29	2016.069
2193	microalgal biodiesel	-0.7737	-0.1261	4	284	406	24	2015.25
2194	microalgal biodiesel production	-0.8557	-0.0046	4	170	224	14	2015.2857
2195	microalgal biofuel	-0.8307	-0.2343	4	250	346	21	2015.619
2196	microalgal biomass	-0.7184	0.1649	4	530	1012	66	2016.9242
2197	microalgal cell	-0.9256	0.2138	4	191	298	20	2015.9
2198	microalgal cultivation	-0.8943	0.0105	4	193	274	15	2016.6667
2199	microalgal growth	-0.9767	0.086	4	218	398	22	2017.2273
2200	microalgal lipid	-0.8404	0.3239	4	248	420	27	2013.2963
2201	microalgal oil	-0.7281	0.3068	4	210	268	16	2013.25
2202	microalgal species	-0.8746	0.1363	4	296	523	29	2015.069
2203	microalgal strain	-0.9247	0.1043	4	298	620	35	2014.8857
2204	microbial	-0.4603	0.088	4	200	243	13	2016.7692
2205	microbial biomass	-0.6794	-0.0974	4	159	188	12	2014.1667
2206	microbial community	-0.5066	0.0278	4	226	335	33	2016.4848
2207	microbial conversion	-0.8594	0.2671	4	123	180	12	2014.6667
2208	microbial fuel cell	-0.7092	-0.4706	2	91	113	11	2013.1818
2209	microbial growth	-0.4724	0.2162	4	182	266	21	2015.0476
2210	microbial lipid	-0.8127	0.2589	4	315	622	37	2017.2162
2211	microbial lipid production	-0.9246	0.299	4	163	294	19	2017.7368
2212	microbial oil	-0.766	0.297	4	261	484	32	2016.7812
2213	microbial oil production	-0.842	0.2952	4	111	166	11	2014.8182
2214	microbial production	-0.7596	0.2468	4	152	265	21	2014.7619
2215	microcosm	-0.1893	0.0339	4	94	141	16	2014.8125
2216	microorganism	-0.6498	0.0757	4	760	1746	141	2016.0213
2217	microwave	-0.3207	0.5495	1	743	1783	123	2016.8862
2218	microwave heating	-0.1598	0.6357	1	177	241	17	2015.8824
2219	microwave irradiation	-0.3193	0.6532	1	344	638	43	2015.6279
2220	microwave power	-0.3022	0.6011	1	203	301	21	2016.6667
2221	microwave pyrolysis	-0.2483	0.354	1	136	179	15	2017.5333
2222	mild condition	-0.0943	0.759	1	473	947	65	2016.6615
2223	mild reaction condition	-0.1366	0.7345	1	323	508	29	2016.3793
2224	mile	0.0183	-0.7588	2	166	229	18	2010.6667
2225	mill	-0.425	-0.4194	2	494	725	58	2015.3276
2226	million	-0.1622	-0.5104	2	268	329	19	2015.7368
2227	milp	-0.6519	-0.8052	2	95	146	12	2015.0833
2228	min	-0.0947	0.5807	1	1729	8424	554	2016.3285
2229	min reaction time	-0.0705	0.6967	1	372	749	43	2016.2326
2230	mineral diesel	0.7397	-0.1007	3	695	1524	93	2014.8925
2231	mineral diesel fuel	0.8828	-0.2455	3	187	269	23	2012.9565
2232	minimum fuel selling price	-0.6237	-0.2423	2	335	676	36	2017.5833
2233	minimum selling price	-0.5817	-0.2793	2	315	617	37	2017.7838
2234	ministry	-0.2497	-0.8005	2	150	186	11	2013.7273
2235	minlp	-0.6634	-0.4812	2	91	124	11	2014.8182
2236	mir	0.4309	0.0517	1	85	130	14	2015
2237	miscanthus	-0.486	-0.3675	2	362	572	39	2015.0256
2238	mixed culture	-0.8062	0.0847	4	154	190	12	2015.1667
2239	mixed fuel	1.18	-0.2277	3	155	208	13	2014.8462
2240	mixed integer linear programming	-0.6452	-0.8469	2	108	180	14	2014.2857
2241	mixed integer linear programming model	-0.6128	-0.787	2	143	216	17	2015
2242	mixed oxide	0.0553	0.8018	1	240	374	20	2016.15
2243	mixotrophic condition	-1.0122	0.1818	4	185	321	17	2015.5294
2244	mixotrophic cultivation	-1.018	0.1271	4	172	297	17	2015.7647
2245	mixture formation	1.266	-0.155	3	231	375	21	2015.3333
2246	mj kg	-0.1814	0.3962	1	1144	3348	225	2016.6978
2247	mj kg1	-0.1258	0.428	1	171	206	14	2019.4286
2248	ml g	-0.3086	0.6153	1	236	363	25	2016.84
2249	ml min	-0.1764	0.7003	1	296	467	32	2015.9062
2250	mm2	-0.0218	0.3031	1	411	691	42	2014.8571
2251	mm2 s1	-0.4234	0.3612	4	161	206	11	2019
2252	mmol	-0.1851	0.7745	1	257	354	22	2018.0909
2253	mmol g	-0.1498	0.8655	1	250	421	23	2018.1739
2254	model compound	-0.1125	0.7146	1	468	1094	68	2015.9853
2255	model reaction	0.0191	0.8006	1	244	371	22	2014.6818
2256	modeling study	0.5113	-0.0667	3	239	372	24	2014.5417
2257	mol	-0.2267	0.5658	1	725	1305	86	2016.3256
2258	mol l	0.1329	0.6094	1	162	206	15	2015.2
2259	mol mol	0.0475	0.6304	1	205	317	19	2015.2105
2260	molar ratio	-0.0783	0.7805	1	1269	6601	423	2015.1253
2261	molass	-0.6963	-0.1805	4	354	527	35	2015.7714
2262	mole	0.2014	0.6994	1	161	249	17	2013.7059
2263	mole fraction	0.6742	0.3172	3	199	373	25	2017.16
2264	mole fraction profile	0.6787	0.3481	3	116	244	16	2015.5
2265	mole ratio	0.076	0.7555	1	233	356	23	2014.5652
2266	molecular beam mass spectrometry	0.6848	0.3424	3	118	319	22	2015.5
2267	molecular weight	-0.0489	0.4715	1	488	735	54	2014.8148
2268	monoacylglycerol	-0.0963	0.5839	1	81	112	10	2014.5
2269	monoglyceride	0.0879	0.5532	1	232	452	33	2014.7273
2270	monounsaturated fatty acid	-0.783	0.2205	4	315	607	40	2016.6
2271	monte carlo analysis	-0.6028	-0.3412	2	188	254	14	2016.2857
2272	monte carlo simulation	-0.4813	-0.4243	2	260	381	25	2016.8
2273	mortality	0.0303	-0.4043	2	133	169	14	2015.9286
2274	mouse	0.4797	-0.4313	3	85	151	14	2014.8571
2275	mozambique	-0.4406	-0.4956	2	133	165	11	2015.4545
2276	mpa	0.3245	0.3943	1	1009	2501	176	2016.2784
2277	mpa h2	0.012	0.8398	1	169	252	14	2017
2278	mse	0.4853	0.2686	1	118	157	12	2017.9167
2279	msp	-0.5122	-0.3339	2	171	238	14	2017.3571
2280	msw	-0.4899	-0.4019	2	217	287	23	2016.3478
2281	mthf	0.3958	0.4083	3	152	203	15	2016.4667
2282	mufa	-0.8134	0.208	4	229	456	24	2018
2283	multiple regression analysis	0.1871	0.6932	1	101	172	11	2011.7273
2284	multivariate calibration	0.33	0.1385	1	75	123	11	2014.4545
2285	municipal solid waste	-0.4292	-0.4054	2	437	704	57	2015.5789
2286	municipal waste	-0.2918	-0.3946	2	154	192	14	2012.3571
2287	municipal wastewater	-0.7701	0.1543	4	244	401	25	2015.76
2288	municipality	-0.3109	-0.5954	2	149	174	14	2015.7143
2289	mutagenicity	0.4845	-0.2873	3	172	308	20	2014.35
2290	mutant	-0.7512	0.1835	4	292	518	36	2016.1111
2291	mutant strain	-0.8352	0.1454	4	139	210	14	2015.5714
2292	mutation	-0.4667	-0.0389	4	203	278	20	2016.8
2293	myristic acid	-0.5088	0.4614	4	207	269	16	2016.6875
2294	n alkane	0.0795	0.4098	1	322	473	36	2015.3333
2295	n butanol	0.877	0.0416	3	869	2381	141	2016.9574
2296	n heptane	0.6262	0.2521	3	276	427	32	2015.375
2297	n hexadecane	0.6851	0.2514	3	105	134	12	2017.9167
2298	n hexane	-0.2587	0.3708	1	389	616	44	2016.3636
2299	n octanol	1.0298	0.1963	3	141	216	11	2016.5455
2300	n oculata	-0.871	0.1834	4	139	182	11	2014.6364
2301	n paraffin	-0.1213	0.5984	1	155	205	14	2017.7857
2302	n pentanol	1.2112	-0.0893	3	238	436	23	2017.5217
2303	n2 adsorption desorption	-0.0992	1.0079	1	145	225	11	2017.1818
2304	n2o	-0.1636	-0.7219	2	286	536	33	2013.6364
2305	n2o emission	-0.2057	-0.7132	2	267	469	27	2013.2593
2306	na2co3	-0.3142	0.6814	1	225	302	16	2015.4375
2307	nacl	-0.7538	0.1872	4	233	375	26	2015.9231
2308	nannochloropsis	-0.7356	0.1047	4	454	803	54	2015.037
2309	nannochloropsis oculata	-0.8171	0.2909	4	187	278	18	2015.3333
2310	nannochloropsis salina	-0.6458	-0.0007	4	117	147	13	2014.5385
2311	nano	0.6766	0.247	3	233	312	17	2016.5294
2312	nano additive	1.0936	0.1035	3	303	684	38	2018.3158
2313	nano catalyst	0.0737	0.5945	1	202	267	15	2017.4
2314	nano particle	0.6555	0.2431	3	253	412	23	2017
2315	nanocatalyst	0.0164	0.8688	1	497	1137	58	2018.7069
2316	nanofluid	0.9471	0.0292	3	118	165	12	2019.0833
2317	nanoparticle	0.4987	0.4273	1	1128	3534	203	2017.9901
2318	nanostructure	0.5561	0.2826	3	240	410	31	2017.6774
2319	naoh	0.0511	0.5914	1	874	2275	151	2015.3113
2320	naphthene	-0.0989	0.5734	1	133	178	12	2016.0833
2321	nation	-0.3126	-0.658	2	483	779	50	2012.9
2322	national biofuel policy	-0.3524	-0.6337	2	200	272	16	2014.8125
2323	national level	-0.42	-0.7903	2	162	201	13	2014.7692
2324	national policy	-0.4281	-0.8675	2	113	147	11	2013.1818
2325	natural antioxidant	0.1529	0.267	1	145	232	25	2017.4
2326	natural attenuation	-0.3391	0.066	4	82	127	16	2016.25
2327	natural environment	-0.5321	-0.3221	2	134	153	14	2014.2143
2328	neat biodiesel	0.9973	-0.128	3	439	900	50	2015.32
2329	neat diesel	1.2335	-0.1959	3	533	1514	76	2017.25
2330	neat diesel fuel	1.2209	-0.122	3	270	609	31	2016.5161
2331	neat fuel	0.7643	-0.2428	3	135	182	13	2013.6154
2332	neat vegetable oil	1.0171	-0.2703	3	145	209	14	2011.4286
2333	nedc	0.8298	-0.4588	3	272	595	37	2013.4324
2334	neem	0.7671	0.0875	3	263	451	29	2014.6897
2335	neem biodiesel	0.9553	0.0202	3	137	189	13	2016.5385
2336	neem oil	1.1216	0.0272	3	299	629	33	2014.9697
2337	ner	-0.5797	-0.5456	2	310	552	34	2014.5588
2338	net energy	-0.5026	-0.5711	2	218	288	20	2012.95
2339	net energy balance	-0.6718	-0.6428	2	169	261	17	2013.7059
2340	net energy gain	-0.6209	-0.4791	2	132	175	14	2012.5714
2341	net energy ratio	-0.6341	-0.5563	2	425	848	52	2015.2115
2342	net heat release rate	1.492	-0.1908	3	174	318	13	2015.2308
2343	net present value	-0.6339	-0.6008	2	426	896	57	2016.5263
2344	netherlands	-0.3501	-0.8129	2	129	167	14	2012.7143
2345	neural network	0.4915	0.0742	1	251	391	30	2015.6333
2346	neutral lipid	-0.954	0.2508	4	299	639	38	2015.5
2347	neutralization	-0.2295	0.3689	1	197	272	22	2015.5
2348	new biodiesel	0.6121	0.3086	5	108	138	10	2015.2
2349	new catalyst	-0.2526	0.5741	1	149	191	13	2017.2308
2350	new european driving cycle	0.8022	-0.4377	3	265	547	35	2013.6857
2351	new model	-0.2496	-0.5782	2	130	147	11	2016.8182
2352	new route	-0.302	0.5741	1	171	202	14	2016
2353	new strain	-0.7886	0.0799	4	121	152	12	2016.5833
2354	next decade	-0.1887	-0.6003	2	186	238	16	2012.1875
2355	nh3	0.0419	0.405	1	469	756	40	2016.975
2356	nh3 tpd	-0.0455	0.9253	1	280	579	27	2018.0741
2357	nh4	-0.4981	0.0839	4	231	297	20	2015.55
2358	ni catalyst	-0.0336	0.8207	1	217	344	20	2017.5
2359	nickel	0.0064	0.7595	1	445	879	56	2016.9643
2360	nimo	-0.1098	0.819	1	204	345	18	2017.5556
2361	nimo catalyst	-0.144	0.7737	1	160	252	16	2017.625
2362	nio	-0.1049	0.8694	1	227	339	18	2018.4444
2363	nir	0.267	0.1983	1	128	253	22	2013.0455
2364	nitric oxide	1.0527	-0.2744	3	466	1005	55	2015.1273
2365	nitric oxide emission	1.3477	-0.1564	3	169	277	14	2015.2143
2366	nitrogen atmosphere	-0.071	0.6507	1	103	132	13	2015.9231
2367	nitrogen compound	-0.3213	0.1997	1	144	173	11	2016.6364
2368	nitrogen content	-0.4794	0.2559	1	412	655	43	2016.907
2369	nitrogen depletion	-0.8811	0.2464	4	146	224	13	2014.6154
2370	nitrogen dioxide	0.7898	-0.3691	3	170	281	16	2013.875
2371	nitrogen emission	1.2705	-0.2121	3	266	526	29	2017.3793
2372	nitrogen fertilizer	-0.6352	-0.7178	2	136	165	10	2011.6
2373	nitrogen limitation	-0.9768	0.2358	4	146	222	13	2015.7692
2374	nitrogen oxide	1.032	-0.3516	3	1109	4971	259	2016.1274
2375	nitrogen oxide emission	0.8168	-0.3812	3	369	610	32	2016.75
2376	nitrogen oxides emission	0.9847	-0.3805	3	205	325	19	2014.2632
2377	nitrogen ratio	-0.8635	0.1598	4	156	206	12	2015.6667
2378	nitrogen source	-0.9066	0.1897	4	387	800	49	2015.6939
2379	nitrogen starvation	-0.9366	0.2371	4	180	297	17	2015.1765
2380	nitrous oxide	-0.2269	-0.742	2	335	624	36	2014.4167
2381	nitrous oxide emission	-0.4212	-0.7446	2	170	219	11	2014.2727
2382	nmr	-0.0457	0.5819	1	739	1566	105	2016.4857
2383	nmr spectroscopy	-0.1601	0.7224	1	258	375	24	2015.125
2384	no2	0.5872	-0.3492	3	369	641	42	2015.5238
2385	no3	-0.275	0.2542	1	292	361	20	2015.8
2386	noble metal	0.0601	0.7022	1	258	379	23	2016.6957
2387	noble metal catalyst	-0.1026	0.7885	1	267	488	28	2016.9643
2388	noise	0.8181	-0.2266	3	345	563	37	2015.7297
2389	non food crop	-0.4453	-0.0236	2	146	161	10	2015.7
2390	nonedible oil	-0.1554	0.6007	1	167	208	14	2015.8571
2391	normal diesel	1.1635	-0.2982	3	108	153	10	2014.4
2392	north	-0.3887	-0.601	2	146	189	13	2014.5385
2393	north america	-0.3694	-0.5552	2	188	267	19	2013.8947
2394	norway	-0.4074	-0.8678	2	133	198	15	2015.8667
2395	notion	-0.12	-0.7403	2	182	234	17	2014.5882
2396	novel biofuel	0.8439	0.1041	3	242	312	19	2016.2632
2397	novel feedstock	-0.1793	0.6074	4	146	183	10	2018.3
2398	novozym	-0.2733	0.7829	1	167	320	20	2012.95
2399	novozyme	0.0359	0.5721	1	105	147	10	2013
2400	nox	1.0728	-0.2774	3	1671	13788	745	2015.9732
2401	nox concentration	0.8756	-0.1671	3	222	340	21	2014.2857
2402	nox emission	1.1567	-0.2471	3	1393	9158	501	2016.3633
2403	nox emissions increase	1.5026	-0.2929	3	197	333	15	2017.2667
2404	nox formation	1.1871	-0.0957	3	203	324	18	2015.6111
2405	nox level	1.3624	-0.1929	3	239	411	19	2016.0526
2406	nox reduction	1.0329	-0.0557	3	168	262	16	2017.5
2407	nozzle	1.0856	-0.1013	3	270	492	35	2015.6857
2408	npv	-0.6331	-0.5458	2	305	620	39	2016.5128
2409	nuclear magnetic resonance	-0.0225	0.5676	1	492	907	62	2016.0161
2410	nuclear magnetic resonance spectroscopy	-0.0515	0.7858	1	212	298	17	2016.5294
2411	nucleation	0.5852	-0.0695	3	174	249	21	2015.6667
2412	number concentration	0.9233	-0.3689	3	249	479	29	2014.8966
2413	numerical analysis	1.0257	-0.2326	3	171	257	18	2018.3889
2414	numerical investigation	1.0611	-0.0969	3	174	287	20	2017.05
2415	numerical result	1.011	-0.2004	3	209	318	21	2017.0476
2416	numerical simulation	0.9272	-0.0266	3	337	584	47	2015.617
2417	numerical study	1.1833	-0.0661	3	227	391	28	2017.4643
2418	nutrient	-0.7367	-0.1252	4	910	2311	152	2016.1118
2419	nutrient recovery	-0.7429	-0.1634	4	160	197	12	2017.3333
2420	nutrient recycling	-0.726	-0.5016	2	162	214	12	2015.25
2421	nutrient removal	-0.9596	0.0275	4	235	453	27	2016.4074
2422	nutrient source	-0.7607	0.0797	4	269	401	24	2017.625
2423	october	-0.2253	-0.4878	2	176	236	21	2014.3333
2424	oh radical	0.7681	0.1691	3	133	178	14	2016.1429
2425	oil accumulation	-0.8147	0.0877	4	179	267	18	2015.1111
2426	oil biodiesel	0.7511	-0.0208	3	1002	3249	217	2015.8802
2427	oil biodiesel blend	0.9082	-0.3203	3	361	658	38	2016.8684
2428	oil blend	0.9728	-0.0419	3	644	1729	105	2015.2857
2429	oil conversion	-0.1827	0.5174	1	325	513	36	2016.0278
2430	oil import	-0.1554	-0.7667	2	257	380	27	2012
2431	oil mass	-0.0533	0.8636	1	129	214	12	2011.3333
2432	oil methanol molar ratio	-0.0673	0.7896	1	146	234	14	2014
2433	oil methyl ester	0.8674	0.0489	3	1110	4384	275	2014.1527
2434	oil molar ratio	-0.0462	0.8311	1	744	2792	164	2015.628
2435	oil palm	-0.5595	-0.7688	2	340	597	39	2012.641
2436	oil palm plantation	-0.5475	-0.8932	2	137	233	16	2014.3125
2437	oil price	-0.4203	-0.6246	2	530	999	74	2013
2438	oil product	-0.2514	0.2745	1	296	434	32	2016.2812
2439	oil ratio	0.0047	0.7113	1	689	1870	122	2015.4426
2440	oilseed crop	-0.6252	-0.3356	2	438	799	54	2015.8148
2441	oleaginous microalgae	-0.8903	0.1514	4	153	209	15	2015.4
2442	oleaginous microorganism	-0.765	0.2187	4	234	355	23	2015.5217
2443	oleaginous yeast	-0.7377	0.2583	4	430	849	51	2017.6275
2444	olefin	-0.0844	0.5347	1	530	1032	78	2015.0897
2445	oleic acid	-0.4527	0.458	4	1228	3840	247	2015.5142
2446	oleic acid content	-0.4834	0.0697	4	178	218	16	2013.625
2447	oleic acid methyl ester	-0.358	0.4127	4	124	148	10	2015.6
2448	oleochemical	-0.7336	0.3078	4	102	131	11	2016.2727
2449	oligomer	-0.0466	0.4305	1	217	287	19	2017
2450	oligomerization	-0.2214	0.3843	1	227	285	16	2016.8125
2451	olp	0.0176	0.7434	1	165	304	16	2016.625
2452	opacity	1.2002	-0.3191	3	220	389	26	2015.4615
2453	open pond	-0.828	-0.2172	4	244	364	23	2015
2454	open raceway pond	-0.6992	0.0595	4	180	247	14	2016.4286
2455	operational stability	-0.2721	0.7523	1	114	165	13	2014.6923
2456	opinion	-0.3465	-0.8145	2	194	274	21	2014.2381
2457	opportunity	-0.3607	-0.4856	2	1439	4251	302	2014.7881
2458	opposite trend	0.4456	-0.1222	3	170	217	14	2016.6429
2459	optical property	0.2306	-0.3623	2	92	123	13	2013.2308
2460	optimal condition	-0.3058	0.5796	1	942	2612	178	2015.9494
2461	optimal design	-0.5662	-0.6081	2	164	248	19	2015.6316
2462	optimal reaction condition	-0.0778	0.8244	1	328	577	33	2015.9091
2463	optimal solution	-0.4906	-0.7278	2	210	314	23	2015.087
2464	optimization model	-0.5756	-0.7521	2	240	398	31	2016.5484
2465	optimization study	-0.1146	0.4848	1	358	536	28	2016.3214
2466	optimized condition	-0.3294	0.6301	1	760	1635	102	2016.2059
2467	optimized parameter	0.0821	0.4507	1	186	232	15	2017.3333
2468	optimized reaction condition	-0.079	0.9127	1	335	628	32	2016.9375
2469	optimum biodiesel yield	0.1494	0.7344	1	136	217	12	2016.6667
2470	optimum blend	1.5078	-0.1883	3	149	292	15	2017.2
2471	optimum combination	0.5872	0.3338	1	170	233	14	2014.4286
2472	optimum condition	-0.1125	0.658	1	960	3055	196	2015.852
2473	optimum operating condition	0.0708	0.5439	1	265	359	22	2017
2474	optimum performance	1.3659	0.0898	3	201	335	16	2017.25
2475	optimum reaction condition	-0.0187	0.934	1	275	460	25	2013.36
2476	optimum temperature	-0.2956	0.6596	1	234	344	22	2016.2273
2477	optimum value	0.5789	0.1077	3	284	422	24	2016.5417
2478	optimum yield	-0.0264	0.3994	1	177	235	16	2016.625
2479	orange oil	1.2842	-0.2195	3	153	282	14	2017.4286
2480	organic acid	-0.2696	0.3043	1	405	572	41	2016.2195
2481	organic aerosol	0.2814	-0.4387	2	114	173	15	2014.6
2482	organic carbon	0.1738	-0.3687	2	559	1233	88	2014.1932
2483	organic liquid product	-0.0479	0.7456	1	231	427	24	2016.2917
2484	organic phase	-0.1297	0.3843	1	344	495	36	2016.2778
2485	organic product	-0.177	0.3554	1	153	180	13	2014.2308
2486	organic solvent	-0.3015	0.466	1	411	644	53	2015.1887
2487	originality value	0.1285	-0.5987	2	158	223	17	2015.5294
2488	outdoor cultivation	-0.9185	0.2645	4	129	180	11	2014.8182
2489	outlook	-0.3516	-0.3943	2	274	359	26	2014.0385
2490	overall environmental impact	-0.5067	-0.6961	2	155	200	12	2015.5833
2491	overall performance	0.6741	-0.0997	3	219	295	18	2015.7778
2492	overall yield	-0.1995	0.44	1	213	281	21	2016.6667
2493	overexpression	-0.7835	0.0837	4	199	368	24	2015.9167
2494	oxalic acid	-0.2727	0.4878	1	138	185	12	2015.1667
2495	oxidation catalyst	0.6771	-0.4684	3	125	173	11	2014.3636
2496	oxidation reaction	0.3098	0.3333	1	152	231	23	2016.1739
2497	oxidative degradation	0.2543	0.2037	1	127	154	14	2015.4286
2498	oxidative potential	0.5033	-0.3514	3	130	219	17	2015.5294
2499	oxidative stability	0.0016	0.2661	1	764	1852	166	2014.9699
2500	oxidative stress	0.2726	-0.2354	3	233	448	36	2015.6667
2501	oxide	0.7711	0.1924	3	1445	5966	313	2016.361
2502	oxygen concentration	0.6912	-0.0598	3	388	668	43	2016.3488
2503	oxygen removal	-0.2787	0.5507	1	217	301	21	2015.9048
2504	oxygenated additive	0.999	0.0504	3	297	560	32	2018.125
2505	oxygenated biofuel	0.9108	0.0331	3	362	636	39	2016.9744
2506	oxygenated compound	0.0676	0.547	1	525	940	60	2016.2167
2507	oxygenated fuel	0.8565	-0.1436	3	467	918	55	2014.6545
2508	ozone depletion	-0.5037	-0.6951	2	200	288	14	2015.4286
2509	p value	-0.3034	0.2206	1	195	230	12	2017.3333
2510	p20	1.4417	-0.2714	3	158	276	15	2015.2667
2511	pah	0.5757	-0.2073	3	676	2007	140	2013.25
2512	pah emission	0.7185	-0.3931	3	243	532	32	2012.9688
2513	pahs	0.5338	-0.2558	3	409	997	74	2013.9865
2514	palladium	-0.0066	0.6609	1	276	410	22	2016.6364
2515	palm fatty acid distillate	-0.2581	0.3554	1	272	426	25	2016.96
2516	palm oil industry	-0.5401	-0.4265	2	171	213	14	2016.7857
2517	palm oil methyl ester	0.8781	-0.294	3	176	241	15	2016.1333
2518	palm oil mill	-0.5901	-0.4392	2	134	180	12	2015.9167
2519	palm oil mill effluent	-0.5841	-0.1501	4	267	390	24	2015.6667
2520	palmitic	-0.6136	0.2978	4	519	1017	64	2015.5469
2521	palmitic acid	-0.5777	0.3917	4	822	2078	127	2016.0787
2522	palmitic acid methyl ester	-0.3157	0.3408	4	111	146	13	2012
2523	palmitoleic acid	-0.808	0.3161	4	234	366	19	2017.2105
2524	panicum virgatum l	-0.6386	-0.5986	2	124	198	12	2016.8333
